SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:55:FC:D8,2020-07-12 21:37:14.470283,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-75
1,DC:A6:32:55:FC:D8,2020-07-12 21:37:15.061651,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-74
2,DC:A6:32:55:FC:D8,2020-07-12 21:37:16.107176,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-79
3,DC:A6:32:55:FC:D8,2020-07-12 21:37:17.241179,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-69
4,DC:A6:32:55:FC:D8,2020-07-12 21:37:19.246613,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-72
5,DC:A6:32:55:FC:D8,2020-07-12 21:37:21.014936,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-77
6,DC:A6:32:55:FC:D8,2020-07-12 21:37:22.603400,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-74
7,DC:A6:32:55:FC:D8,2020-07-12 21:37:23.022074,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-69
8,DC:A6:32:55:FC:D8,2020-07-12 21:37:24.125547,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-79
9,DC:A6:32:55:FC:D8,2020-07-12 21:37:25.477589,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-78
10,DC:A6:32:55:FC:D8,2020-07-12 21:37:26.008826,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-78
11,DC:A6:32:55:FC:D8,2020-07-12 21:37:27.532948,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-78
12,DC:A6:32:55:FC:D8,2020-07-12 21:37:28.044189,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-72
13,DC:A6:32:55:FC:D8,2020-07-12 21:37:30.049126,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-73
14,DC:A6:32:55:FC:D8,2020-07-12 21:37:32.054874,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-75
15,DC:A6:32:55:FC:D8,2020-07-12 21:37:34.060347,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-77
16,DC:A6:32:55:FC:D8,2020-07-12 21:37:36.065644,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-74
