SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE
0,DC:A6:32:55:FC:D8,2020-07-12 22:27:10.575788,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-84,4.5
1,DC:A6:32:55:FC:D8,2020-07-12 22:27:12.580504,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-87,4.5
2,DC:A6:32:55:FC:D8,2020-07-12 22:27:14.111667,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-82,4.5
3,DC:A6:32:55:FC:D8,2020-07-12 22:27:15.191762,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-85,4.5
4,DC:A6:32:55:FC:D8,2020-07-12 22:27:16.820603,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-86,4.5
5,DC:A6:32:55:FC:D8,2020-07-12 22:27:17.140409,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-87,4.5
6,DC:A6:32:55:FC:D8,2020-07-12 22:27:18.328032,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-89,4.5
7,DC:A6:32:55:FC:D8,2020-07-12 22:27:19.419331,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-86,4.5
8,DC:A6:32:55:FC:D8,2020-07-12 22:27:20.240629,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-91,4.5
9,DC:A6:32:55:FC:D8,2020-07-12 22:27:21.342559,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-85,4.5
10,DC:A6:32:55:FC:D8,2020-07-12 22:27:22.116880,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-83,4.5
11,DC:A6:32:55:FC:D8,2020-07-12 22:27:24.121991,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-84,4.5
12,DC:A6:32:55:FC:D8,2020-07-12 22:27:25.932109,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-82,4.5
13,DC:A6:32:55:FC:D8,2020-07-12 22:27:26.006901,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-83,4.5
14,DC:A6:32:55:FC:D8,2020-07-12 22:27:27.052046,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-81,4.5
15,DC:A6:32:55:FC:D8,2020-07-12 22:27:28.752690,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-82,4.5
16,DC:A6:32:55:FC:D8,2020-07-12 22:27:29.197116,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-84,4.5
17,DC:A6:32:55:FC:D8,2020-07-12 22:27:30.290919,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-82,4.5
18,DC:A6:32:55:FC:D8,2020-07-12 22:27:31.214113,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-80,4.5
19,DC:A6:32:55:FC:D8,2020-07-12 22:27:33.219798,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-83,4.5
20,DC:A6:32:55:FC:D8,2020-07-12 22:27:35.224804,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-83,4.5
21,DC:A6:32:55:FC:D8,2020-07-12 22:27:36.016176,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-83,4.5
22,DC:A6:32:55:FC:D8,2020-07-12 22:27:37.207359,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-84,4.5
23,DC:A6:32:55:FC:D8,2020-07-12 22:27:38.114205,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-87,4.5
24,DC:A6:32:55:FC:D8,2020-07-12 22:27:40.118726,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-86,4.5
25,DC:A6:32:55:FC:D8,2020-07-12 22:27:41.791299,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-82,4.5
26,DC:A6:32:55:FC:D8,2020-07-12 22:27:42.258718,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-84,4.5
27,DC:A6:32:55:FC:D8,2020-07-12 22:27:43.622595,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-81,4.5
28,DC:A6:32:55:FC:D8,2020-07-12 22:27:44.034337,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-84,4.5
29,DC:A6:32:55:FC:D8,2020-07-12 22:27:46.038948,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-85,4.5
30,DC:A6:32:55:FC:D8,2020-07-12 22:27:48.043905,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-87,4.5
31,DC:A6:32:55:FC:D8,2020-07-12 22:27:49.080176,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-84,4.5
32,DC:A6:32:55:FC:D8,2020-07-12 22:27:51.085300,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-83,4.5
33,DC:A6:32:55:FC:D8,2020-07-12 22:27:52.060211,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-83,4.5
34,DC:A6:32:55:FC:D8,2020-07-12 22:27:53.147786,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-84,4.5
35,DC:A6:32:55:FC:D8,2020-07-12 22:27:54.230228,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-81,4.5
36,DC:A6:32:55:FC:D8,2020-07-12 22:27:55.139020,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-83,4.5
37,DC:A6:32:55:FC:D8,2020-07-12 22:27:56.139101,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-81,4.5
38,DC:A6:32:55:FC:D8,2020-07-12 22:27:58.144142,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-82,4.5
39,DC:A6:32:55:FC:D8,2020-07-12 22:27:59.430428,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-81,4.5
40,DC:A6:32:55:FC:D8,2020-07-12 22:28:00.489140,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-81,4.5
41,DC:A6:32:55:FC:D8,2020-07-12 22:28:01.033635,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-82,4.5
42,DC:A6:32:55:FC:D8,2020-07-12 22:28:02.021679,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-83,4.5
43,DC:A6:32:55:FC:D8,2020-07-12 22:28:04.026182,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-84,4.5
44,DC:A6:32:55:FC:D8,2020-07-12 22:28:05.648052,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-83,4.5
45,DC:A6:32:55:FC:D8,2020-07-12 22:28:06.061840,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-84,4.5
46,DC:A6:32:55:FC:D8,2020-07-12 22:28:07.009279,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-84,4.5
47,DC:A6:32:55:FC:D8,2020-07-12 22:28:09.014351,949e9862-c49e-11ea-8625-dca63255fcd7,1,1,1,-83,4.5
