SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:55:FC:D8,2020-07-12 16:10:20.003456,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-74
1,DC:A6:32:55:FC:D8,2020-07-12 16:10:22.007731,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-69
2,DC:A6:32:55:FC:D8,2020-07-12 16:10:24.012732,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-68
3,DC:A6:32:55:FC:D8,2020-07-12 16:10:26.017729,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-76
4,DC:A6:32:55:FC:D8,2020-07-12 16:10:27.301333,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-75
5,DC:A6:32:55:FC:D8,2020-07-12 16:10:29.306474,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-68
6,DC:A6:32:55:FC:D8,2020-07-12 16:10:30.801652,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-68
7,DC:A6:32:55:FC:D8,2020-07-12 16:10:31.002643,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-76
8,DC:A6:32:55:FC:D8,2020-07-12 16:10:32.090195,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-69
9,DC:A6:32:55:FC:D8,2020-07-12 16:10:33.910244,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-69
10,DC:A6:32:55:FC:D8,2020-07-12 16:10:34.012635,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-69
11,DC:A6:32:55:FC:D8,2020-07-12 16:10:36.017867,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-73
12,DC:A6:32:55:FC:D8,2020-07-12 16:10:38.022824,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-68
13,DC:A6:32:55:FC:D8,2020-07-12 16:10:40.027869,fc7feca0-c477-11ea-962f-dca63255fcd7,1,1,1,-70
