SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:55:FC:D8,2020-07-13 20:43:07.992747,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-89
1,DC:A6:32:55:FC:D8,2020-07-13 20:43:08.042880,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-82
2,DC:A6:32:55:FC:D8,2020-07-13 20:43:10.048265,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-88
3,DC:A6:32:55:FC:D8,2020-07-13 20:43:11.907718,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-81
4,DC:A6:32:55:FC:D8,2020-07-13 20:43:12.208429,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-81
5,DC:A6:32:55:FC:D8,2020-07-13 20:43:14.213563,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-85
6,DC:A6:32:55:FC:D8,2020-07-13 20:43:15.384308,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-90
7,DC:A6:32:55:FC:D8,2020-07-13 20:43:16.581457,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-86
8,DC:A6:32:55:FC:D8,2020-07-13 20:43:17.131336,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-77
9,DC:A6:32:55:FC:D8,2020-07-13 20:43:18.219865,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-80
10,DC:A6:32:55:FC:D8,2020-07-13 20:43:19.232029,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-78
11,DC:A6:32:55:FC:D8,2020-07-13 20:43:20.389245,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-80
12,DC:A6:32:55:FC:D8,2020-07-13 20:43:21.998972,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-88
13,DC:A6:32:55:FC:D8,2020-07-13 20:43:23.152412,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-82
14,DC:A6:32:55:FC:D8,2020-07-13 20:43:24.507142,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-81
15,DC:A6:32:55:FC:D8,2020-07-13 20:43:25.214359,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-84
16,DC:A6:32:55:FC:D8,2020-07-13 20:43:27.220251,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-90
17,DC:A6:32:55:FC:D8,2020-07-13 20:43:28.047424,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-88
18,DC:A6:32:55:FC:D8,2020-07-13 20:43:29.079755,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-89
19,DC:A6:32:55:FC:D8,2020-07-13 20:43:30.235794,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-83
20,DC:A6:32:55:FC:D8,2020-07-13 20:43:31.332366,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-88
21,DC:A6:32:55:FC:D8,2020-07-13 20:43:33.337755,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-85
22,DC:A6:32:55:FC:D8,2020-07-13 20:43:34.799822,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-81
23,DC:A6:32:55:FC:D8,2020-07-13 20:43:35.035925,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-82
24,DC:A6:32:55:FC:D8,2020-07-13 20:43:36.132934,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-82
25,DC:A6:32:55:FC:D8,2020-07-13 20:43:38.138139,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-85
26,DC:A6:32:55:FC:D8,2020-07-13 20:43:39.429003,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-82
27,DC:A6:32:55:FC:D8,2020-07-13 20:43:40.207599,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-85
28,DC:A6:32:55:FC:D8,2020-07-13 20:43:42.215949,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-83
29,DC:A6:32:55:FC:D8,2020-07-13 20:43:43.513351,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-82
30,DC:A6:32:55:FC:D8,2020-07-13 20:43:44.044387,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-76
31,DC:A6:32:55:FC:D8,2020-07-13 20:43:46.049117,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-87
32,DC:A6:32:55:FC:D8,2020-07-13 20:43:47.038301,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-81
33,DC:A6:32:55:FC:D8,2020-07-13 20:43:49.043766,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-87
34,DC:A6:32:55:FC:D8,2020-07-13 20:43:51.047681,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-79
35,DC:A6:32:55:FC:D8,2020-07-13 20:43:53.053167,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-84
36,DC:A6:32:55:FC:D8,2020-07-13 20:43:54.366158,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-80
37,DC:A6:32:55:FC:D8,2020-07-13 20:43:55.323848,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-80
38,DC:A6:32:55:FC:D8,2020-07-13 20:43:57.328674,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-86
39,DC:A6:32:55:FC:D8,2020-07-13 20:43:58.032211,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-85
40,DC:A6:32:55:FC:D8,2020-07-13 20:43:59.074668,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-80
41,DC:A6:32:55:FC:D8,2020-07-13 20:44:00.561919,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-79
42,DC:A6:32:55:FC:D8,2020-07-13 20:44:01.414205,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-78
43,DC:A6:32:55:FC:D8,2020-07-13 20:44:03.419064,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-77
44,DC:A6:32:55:FC:D8,2020-07-13 20:44:04.096330,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-77
45,DC:A6:32:55:FC:D8,2020-07-13 20:44:06.101152,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-78
46,DC:A6:32:55:FC:D8,2020-07-13 20:44:07.291613,20359444-c561-11ea-9ad1-dca63255fcd7,1,1,1,-79
